timestamp,sensor_id,location,temperature,humidity,pressure,battery_level
2024-01-01 00:00:00,TEMP_01,부산,22.05211888146245,64.46739740667297,1026.3147050673256,99.45112614987978
2024-01-01 00:05:00,TEMP_01,인천,17.65266402930439,67.34100268187603,1022.5450945424404,101.15791824780875
2024-01-01 00:10:00,TEMP_01,인천,19.63234267025671,57.66112085598661,1031.0092230157495,101.57915662123781
2024-01-01 00:15:00,TEMP_02,광주,22.264525358740997,73.78983262799558,1020.4649595653817,100.79998368371679
2024-01-01 00:20:00,TEMP_01,대구,21.145555734138163,72.39323943288824,1025.3482147306647,98.31472033117834
2024-01-01 00:25:00,TEMP_02,서울,21.98210466874408,61.064031636302104,1016.9630229262996,99.80545023856283
2024-01-01 00:30:00,PRESS_01,광주,21.130119391727856,66.59542439081534,1022.466214203617,101.41185784744579
2024-01-01 00:35:00,TEMP_02,인천,21.891475918900447,67.25148339709372,1022.2138047360437,100.20563751606547
2024-01-01 00:40:00,PRESS_01,부산,22.111079426021377,66.18077896580635,1020.4545568524594,98.48711088391275
2024-01-01 00:45:00,PRESS_01,부산,21.42502215081343,67.92501665449048,1022.6475788925433,100.68031710706565
2024-01-01 00:50:00,PRESS_01,광주,27.304576761313058,63.722641928168045,1024.6011622294081,99.67078982644132
2024-01-01 00:55:00,HUMID_02,부산,26.850012332877256,66.49530484561123,1027.6721711091875,98.95444186194729
2024-01-01 01:00:00,PRESS_01,부산,26.7669101076628,68.11470222789863,1023.5931825039212,98.58308182800029
2024-01-01 01:05:00,TEMP_02,대구,25.639191728253206,64.42714777117781,1022.4707579937578,100.18485549352958
2024-01-01 01:10:00,HUMID_02,인천,26.54658538013984,71.37942159242093,1023.2500954717701,100.67904814049975
2024-01-01 01:15:00,TEMP_01,광주,23.46979718565841,68.04908876693962,1023.9900701266955,98.98328474050244
2024-01-01 01:20:00,TEMP_01,서울,22.988974387224893,65.64531088452898,1022.4542998268889,97.91249259026283
2024-01-01 01:25:00,HUMID_01,서울,28.021739005179207,63.78596690698818,1026.4993651708733,101.10338129856893
2024-01-01 01:30:00,PRESS_01,인천,26.73356966914863,71.62286698409538,1021.2136478303886,101.30262407738985
2024-01-01 01:35:00,HUMID_01,서울,28.65186013282358,69.10900668145979,1017.6521967936709,99.11301080407412
2024-01-01 01:40:00,PRESS_01,부산,27.2616549632099,65.02635175821246,1021.1348992589753,99.66893233132433
2024-01-01 01:45:00,PRESS_01,대구,25.220679492412422,67.3670972618722,1022.4244494264195,101.77559289507045
2024-01-01 01:50:00,TEMP_02,광주,24.654636568476572,67.32066669352506,1022.8078162229787,99.14303677269247
2024-01-01 01:55:00,TEMP_02,광주,28.432499500386854,73.42640043187771,1024.603979368067,100.53134135224516
2024-01-01 02:00:00,TEMP_01,부산,29.243597642479557,76.9869385782842,1025.8001190958803,99.63824543711593
2024-01-01 02:05:00,HUMID_02,인천,29.010341143119344,68.69572173618971,1018.0884417475318,98.86808889619094
2024-01-01 02:10:00,TEMP_01,대구,26.172089674000475,71.37654294766443,1021.2789368782464,99.37181927030458
2024-01-01 02:15:00,PRESS_01,서울,28.896430379376113,72.75437412433132,1026.7170224646936,98.48983909653708
2024-01-01 02:20:00,HUMID_02,광주,29.260951195983047,63.94018537019484,1017.279554556387,99.52107553900437
2024-01-01 02:25:00,HUMID_01,광주,27.630359035858604,70.0221170095547,1018.8246055611756,99.10604132805503
2024-01-01 02:30:00,PRESS_01,인천,31.928474512492006,72.07849129190289,1021.9713669761634,99.87476413749013
2024-01-01 02:35:00,TEMP_02,대구,29.20629358716163,72.48345632693142,1014.5919682846074,101.59535520081945
2024-01-01 02:40:00,TEMP_01,서울,32.800911491736535,68.61671486069635,1015.9791309003982,99.54159178990807
2024-01-01 02:45:00,TEMP_01,광주,30.78687659268541,63.45440020393459,1022.4891540144935,99.43988522956776
2024-01-01 02:50:00,HUMID_01,광주,29.949657386468072,72.47992307871118,1022.3571925600431,98.905267807197
2024-01-01 02:55:00,TEMP_01,서울,30.74548644587003,71.19100092314797,1022.048277204553,101.19002021199137
2024-01-01 03:00:00,TEMP_01,대구,26.565879996660964,74.15835734408182,1020.9706826693247,99.93539381226942
2024-01-01 03:05:00,HUMID_02,대구,30.94157491596137,59.53757621675359,1017.1776273866527,101.59328011584049
2024-01-01 03:10:00,PRESS_01,대구,26.51042974852376,70.14631668532004,1019.5198324084995,99.51064173786978
2024-01-01 03:15:00,HUMID_02,광주,30.35471177202234,68.32340403279173,1022.7414654292646,100.38691230408847
2024-01-01 03:20:00,HUMID_02,부산,32.417673912021634,67.48368813291309,1014.659864315426,98.64787491843089
2024-01-01 03:25:00,TEMP_01,광주,31.027246959513494,63.761118587925885,1022.5098949506445,100.28517208329716
2024-01-01 03:30:00,PRESS_01,인천,35.05993902970151,64.93343566422098,1014.7572919958379,101.35851903287076
2024-01-01 03:35:00,TEMP_01,인천,32.25368528801488,70.45839257609227,1021.3633848642834,100.19058912777898
2024-01-01 03:40:00,TEMP_01,광주,33.74074099351487,65.99980405180406,1016.759658174012,99.47568419307437
2024-01-01 03:45:00,HUMID_02,광주,32.370458779211546,64.75250777976932,1017.1117433408145,98.07118802435764
2024-01-01 03:50:00,TEMP_02,서울,33.53675994851117,69.2191981832794,1014.6799175969281,100.49676032202416
2024-01-01 03:55:00,TEMP_02,대구,32.362871890581836,65.3404164220135,1027.9069242422042,101.18907038748641
2024-01-01 04:00:00,HUMID_02,서울,34.39535742599843,68.96769549231941,1019.1367342256406,99.93290302472838
2024-01-01 04:05:00,HUMID_02,인천,35.640731618891174,68.6756904685114,1021.8502138888301,99.18119148734831
2024-01-01 04:10:00,TEMP_01,인천,33.71053130329824,70.01524901212376,1012.261052143035,98.5030240302915
2024-01-01 04:15:00,PRESS_01,부산,36.37090530707778,64.24887269406783,1020.1099153015869,99.96566399260652
2024-01-01 04:20:00,TEMP_01,대구,33.20551972919863,73.03249534869994,1020.3960765062005,100.15672591534037
2024-01-01 04:25:00,TEMP_01,대구,36.46889797362741,72.39569156880609,1017.2697558378952,99.44000378970395
2024-01-01 04:30:00,HUMID_01,인천,35.5719064305496,68.25666988641066,1015.6067940023397,100.55183620169528
2024-01-01 04:35:00,TEMP_01,서울,33.670561762041295,69.9306890990134,1013.9061336671061,100.16674515497915
2024-01-01 04:40:00,PRESS_01,광주,35.654085010590954,70.29120587772178,1018.3510906325553,100.31686864256837
2024-01-01 04:45:00,TEMP_01,대구,35.711445717172154,70.72538563777816,1013.517635819703,101.12672869625298
2024-01-01 04:50:00,HUMID_02,광주,36.22641518787018,70.24138466220344,1016.7250851012469,99.17092839341008
2024-01-01 04:55:00,PRESS_01,인천,30.312572120591412,69.82770699145802,1019.1457535222321,99.63897001165856
2024-01-01 05:00:00,HUMID_02,부산,32.38982197350788,68.72254374626544,1020.1739415707538,100.77081732544134
2024-01-01 05:05:00,HUMID_01,인천,34.10519330720591,68.97346788818798,1016.8748827221798,99.73332291264772
2024-01-01 05:10:00,HUMID_01,광주,35.244947715159704,56.11893691668259,1014.130494948016,101.18148138850896
2024-01-01 05:15:00,PRESS_01,인천,36.004226537526876,60.9513403615978,1016.8016746302854,99.07928830163968
2024-01-01 05:20:00,TEMP_02,대구,33.99960301395672,69.13398862445725,1017.1105216697601,100.95955790783741
