timestamp,ip_address,user_agent,url,status_code,response_time,referrer
2024-01-01 00:00:00,192.168.116.64,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page64.html,404,0.44941487416039044,direct
2024-01-01 00:01:00,192.168.18.89,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page59.html,200,0.06433638043394342,naver.com
2024-01-01 00:02:00,192.168.163.196,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page38.html,404,0.19724703811102365,naver.com
2024-01-01 00:03:00,192.168.78.167,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page33.html,500,0.4138898805092391,google.com
2024-01-01 00:04:00,192.168.90.8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page10.html,200,0.10362194241137013,
2024-01-01 00:05:00,192.168.216.208,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page37.html,200,0.8062805332352259,google.com
2024-01-01 00:06:00,192.168.212.15,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),/page97.html,200,1.7905780377339233,google.com
2024-01-01 00:07:00,192.168.7.250,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page87.html,200,0.120882555648602,direct
2024-01-01 00:08:00,192.168.17.86,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page11.html,200,0.10345794545311118,direct
2024-01-01 00:09:00,192.168.214.118,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page24.html,200,0.3034251785491034,naver.com
2024-01-01 00:10:00,192.168.64.12,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page88.html,200,0.6886975925355955,direct
2024-01-01 00:11:00,192.168.210.56,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page71.html,301,0.16536480571555257,direct
2024-01-01 00:12:00,192.168.174.175,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page21.html,200,0.0100400863397813,facebook.com
2024-01-01 00:13:00,192.168.207.101,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page20.html,200,0.38959292778830235,naver.com
2024-01-01 00:14:00,192.168.16.197,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page10.html,200,1.5686544600786894,naver.com
2024-01-01 00:15:00,192.168.2.128,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page89.html,200,0.24819586060834428,facebook.com
2024-01-01 00:16:00,192.168.244.92,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page47.html,200,0.27247959616318534,naver.com
2024-01-01 00:17:00,192.168.249.105,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),/page47.html,200,1.7353013369956272,
2024-01-01 00:18:00,192.168.182.155,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page15.html,500,0.5930789049874469,
2024-01-01 00:19:00,192.168.31.169,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page44.html,301,0.635006310975332,facebook.com
2024-01-01 00:20:00,192.168.164.47,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page62.html,200,0.4135702031877204,direct
2024-01-01 00:21:00,192.168.43.65,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page6.html,200,1.8366844015678827,
2024-01-01 00:22:00,192.168.50.221,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page66.html,200,0.5837665742007714,facebook.com
2024-01-01 00:23:00,192.168.1.200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page76.html,200,1.127053448765512,
2024-01-01 00:24:00,192.168.185.144,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),/page4.html,200,0.6009522485963174,google.com
2024-01-01 00:25:00,192.168.122.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page23.html,200,0.6642313117051978,facebook.com
2024-01-01 00:26:00,192.168.86.82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page13.html,200,0.17153462003784817,naver.com
2024-01-01 00:27:00,192.168.22.41,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X),/page81.html,200,0.18082845094974268,
2024-01-01 00:28:00,192.168.76.147,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page31.html,200,0.7638935943313055,naver.com
2024-01-01 00:29:00,192.168.89.178,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page16.html,200,0.17599033903984068,facebook.com
2024-01-01 00:30:00,192.168.59.69,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page41.html,200,0.4136480342423351,
2024-01-01 00:31:00,192.168.251.162,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0,/page90.html,500,0.1434094298347145,naver.com
2024-01-01 00:32:00,192.168.167.123,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page92.html,301,0.8490891575065923,direct
2024-01-01 00:33:00,192.168.74.239,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,/page1.html,200,0.05854864548209006,direct
2024-01-01 00:34:00,192.168.249.7,Mozilla/5.0 (iPad; CPU OS 14_7_1 like Mac OS X),/page12.html,200,0.8843535339733302,google.com
2024-01-01 00:35:00,192.168.252.101,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,/page56.html,200,0.4615693132724475,facebook.com
